,id,year,wheat_field_owner,wheat_field_name,lon,lat,yield,yield_file,static_files,dynamic_files
0,2024|tamburelli|field_19|p0,2024,tamburelli,field_19,15.204428354247469,41.67405300066336,3.940233454987835,/Users/gtaddei/Desktop/Progetti/Grano.IT/Risorse/Datasets/tests/simple_preprocess_pipeline/grano_it_dataset/yields/2024|tamburelli|field_19.shp,"['static_features/2024|tamburelli|field_19|awc.hdf5', 'static_features/2024|tamburelli|field_19|coarse_fragments.hdf5', 'static_features/2024|tamburelli|field_19|dimp.hdf5', 'static_features/2024|tamburelli|field_19|erodi.hdf5', 'static_features/2024|tamburelli|field_19|clay.hdf5', 'static_features/2024|tamburelli|field_19|eawc_top.hdf5', 'static_features/2024|tamburelli|field_19|sand1.hdf5', 'static_features/2024|tamburelli|field_19|textureusda.hdf5', 'static_features/2024|tamburelli|field_19|slopedo.hdf5', 'static_features/2024|tamburelli|field_19|crusting.hdf5', 'static_features/2024|tamburelli|field_19|oc_top.hdf5', 'static_features/2024|tamburelli|field_19|bulk_density.hdf5', 'static_features/2024|tamburelli|field_19|silt1.hdf5']","['dynamic_features/2024|tamburelli|field_19|soil_temperature_level_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|total_precipitation.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|skin_temperature.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_vegetation_transpiration.hdf5', 'dynamic_features/2024|tamburelli|field_19|surface_net_solar_radiation.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_1.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_the_top_of_canopy.hdf5', 'dynamic_features/2024|tamburelli|field_19|gndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_bare_soil.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndre.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_1.hdf5']"
1,2024|tamburelli|field_19|p1,2024,tamburelli,field_19,15.204488921670857,41.674668028486714,4.469882841823057,/Users/gtaddei/Desktop/Progetti/Grano.IT/Risorse/Datasets/tests/simple_preprocess_pipeline/grano_it_dataset/yields/2024|tamburelli|field_19.shp,"['static_features/2024|tamburelli|field_19|awc.hdf5', 'static_features/2024|tamburelli|field_19|coarse_fragments.hdf5', 'static_features/2024|tamburelli|field_19|dimp.hdf5', 'static_features/2024|tamburelli|field_19|erodi.hdf5', 'static_features/2024|tamburelli|field_19|clay.hdf5', 'static_features/2024|tamburelli|field_19|eawc_top.hdf5', 'static_features/2024|tamburelli|field_19|sand1.hdf5', 'static_features/2024|tamburelli|field_19|textureusda.hdf5', 'static_features/2024|tamburelli|field_19|slopedo.hdf5', 'static_features/2024|tamburelli|field_19|crusting.hdf5', 'static_features/2024|tamburelli|field_19|oc_top.hdf5', 'static_features/2024|tamburelli|field_19|bulk_density.hdf5', 'static_features/2024|tamburelli|field_19|silt1.hdf5']","['dynamic_features/2024|tamburelli|field_19|soil_temperature_level_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|total_precipitation.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|skin_temperature.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_vegetation_transpiration.hdf5', 'dynamic_features/2024|tamburelli|field_19|surface_net_solar_radiation.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_1.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_the_top_of_canopy.hdf5', 'dynamic_features/2024|tamburelli|field_19|gndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_bare_soil.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndre.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_1.hdf5']"
2,2024|tamburelli|field_19|p2,2024,tamburelli,field_19,15.204525427337185,41.67314786618882,3.926281213017752,/Users/gtaddei/Desktop/Progetti/Grano.IT/Risorse/Datasets/tests/simple_preprocess_pipeline/grano_it_dataset/yields/2024|tamburelli|field_19.shp,"['static_features/2024|tamburelli|field_19|awc.hdf5', 'static_features/2024|tamburelli|field_19|coarse_fragments.hdf5', 'static_features/2024|tamburelli|field_19|dimp.hdf5', 'static_features/2024|tamburelli|field_19|erodi.hdf5', 'static_features/2024|tamburelli|field_19|clay.hdf5', 'static_features/2024|tamburelli|field_19|eawc_top.hdf5', 'static_features/2024|tamburelli|field_19|sand1.hdf5', 'static_features/2024|tamburelli|field_19|textureusda.hdf5', 'static_features/2024|tamburelli|field_19|slopedo.hdf5', 'static_features/2024|tamburelli|field_19|crusting.hdf5', 'static_features/2024|tamburelli|field_19|oc_top.hdf5', 'static_features/2024|tamburelli|field_19|bulk_density.hdf5', 'static_features/2024|tamburelli|field_19|silt1.hdf5']","['dynamic_features/2024|tamburelli|field_19|soil_temperature_level_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|total_precipitation.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|skin_temperature.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_vegetation_transpiration.hdf5', 'dynamic_features/2024|tamburelli|field_19|surface_net_solar_radiation.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_1.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_the_top_of_canopy.hdf5', 'dynamic_features/2024|tamburelli|field_19|gndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_bare_soil.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndre.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_1.hdf5']"
3,2024|tamburelli|field_19|p3,2024,tamburelli,field_19,15.204594804771801,41.67228632528259,3.371803255813953,/Users/gtaddei/Desktop/Progetti/Grano.IT/Risorse/Datasets/tests/simple_preprocess_pipeline/grano_it_dataset/yields/2024|tamburelli|field_19.shp,"['static_features/2024|tamburelli|field_19|awc.hdf5', 'static_features/2024|tamburelli|field_19|coarse_fragments.hdf5', 'static_features/2024|tamburelli|field_19|dimp.hdf5', 'static_features/2024|tamburelli|field_19|erodi.hdf5', 'static_features/2024|tamburelli|field_19|clay.hdf5', 'static_features/2024|tamburelli|field_19|eawc_top.hdf5', 'static_features/2024|tamburelli|field_19|sand1.hdf5', 'static_features/2024|tamburelli|field_19|textureusda.hdf5', 'static_features/2024|tamburelli|field_19|slopedo.hdf5', 'static_features/2024|tamburelli|field_19|crusting.hdf5', 'static_features/2024|tamburelli|field_19|oc_top.hdf5', 'static_features/2024|tamburelli|field_19|bulk_density.hdf5', 'static_features/2024|tamburelli|field_19|silt1.hdf5']","['dynamic_features/2024|tamburelli|field_19|soil_temperature_level_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|total_precipitation.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|skin_temperature.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_vegetation_transpiration.hdf5', 'dynamic_features/2024|tamburelli|field_19|surface_net_solar_radiation.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_1.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_the_top_of_canopy.hdf5', 'dynamic_features/2024|tamburelli|field_19|gndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_bare_soil.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndre.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_1.hdf5']"
4,2024|tamburelli|field_19|p4,2024,tamburelli,field_19,15.205269322187881,41.67247157983051,3.166671966527197,/Users/gtaddei/Desktop/Progetti/Grano.IT/Risorse/Datasets/tests/simple_preprocess_pipeline/grano_it_dataset/yields/2024|tamburelli|field_19.shp,"['static_features/2024|tamburelli|field_19|awc.hdf5', 'static_features/2024|tamburelli|field_19|coarse_fragments.hdf5', 'static_features/2024|tamburelli|field_19|dimp.hdf5', 'static_features/2024|tamburelli|field_19|erodi.hdf5', 'static_features/2024|tamburelli|field_19|clay.hdf5', 'static_features/2024|tamburelli|field_19|eawc_top.hdf5', 'static_features/2024|tamburelli|field_19|sand1.hdf5', 'static_features/2024|tamburelli|field_19|textureusda.hdf5', 'static_features/2024|tamburelli|field_19|slopedo.hdf5', 'static_features/2024|tamburelli|field_19|crusting.hdf5', 'static_features/2024|tamburelli|field_19|oc_top.hdf5', 'static_features/2024|tamburelli|field_19|bulk_density.hdf5', 'static_features/2024|tamburelli|field_19|silt1.hdf5']","['dynamic_features/2024|tamburelli|field_19|soil_temperature_level_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|total_precipitation.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|skin_temperature.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_vegetation_transpiration.hdf5', 'dynamic_features/2024|tamburelli|field_19|surface_net_solar_radiation.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_1.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_the_top_of_canopy.hdf5', 'dynamic_features/2024|tamburelli|field_19|gndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_bare_soil.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndre.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_1.hdf5']"
5,2024|tamburelli|field_19|p5,2024,tamburelli,field_19,15.20553526393288,41.67313588876132,3.447905922551253,/Users/gtaddei/Desktop/Progetti/Grano.IT/Risorse/Datasets/tests/simple_preprocess_pipeline/grano_it_dataset/yields/2024|tamburelli|field_19.shp,"['static_features/2024|tamburelli|field_19|awc.hdf5', 'static_features/2024|tamburelli|field_19|coarse_fragments.hdf5', 'static_features/2024|tamburelli|field_19|dimp.hdf5', 'static_features/2024|tamburelli|field_19|erodi.hdf5', 'static_features/2024|tamburelli|field_19|clay.hdf5', 'static_features/2024|tamburelli|field_19|eawc_top.hdf5', 'static_features/2024|tamburelli|field_19|sand1.hdf5', 'static_features/2024|tamburelli|field_19|textureusda.hdf5', 'static_features/2024|tamburelli|field_19|slopedo.hdf5', 'static_features/2024|tamburelli|field_19|crusting.hdf5', 'static_features/2024|tamburelli|field_19|oc_top.hdf5', 'static_features/2024|tamburelli|field_19|bulk_density.hdf5', 'static_features/2024|tamburelli|field_19|silt1.hdf5']","['dynamic_features/2024|tamburelli|field_19|soil_temperature_level_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|total_precipitation.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|skin_temperature.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_vegetation_transpiration.hdf5', 'dynamic_features/2024|tamburelli|field_19|surface_net_solar_radiation.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_1.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_the_top_of_canopy.hdf5', 'dynamic_features/2024|tamburelli|field_19|gndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_bare_soil.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndre.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_1.hdf5']"
6,2024|tamburelli|field_19|p6,2024,tamburelli,field_19,15.206515447691233,41.67329004020217,3.564143798449612,/Users/gtaddei/Desktop/Progetti/Grano.IT/Risorse/Datasets/tests/simple_preprocess_pipeline/grano_it_dataset/yields/2024|tamburelli|field_19.shp,"['static_features/2024|tamburelli|field_19|awc.hdf5', 'static_features/2024|tamburelli|field_19|coarse_fragments.hdf5', 'static_features/2024|tamburelli|field_19|dimp.hdf5', 'static_features/2024|tamburelli|field_19|erodi.hdf5', 'static_features/2024|tamburelli|field_19|clay.hdf5', 'static_features/2024|tamburelli|field_19|eawc_top.hdf5', 'static_features/2024|tamburelli|field_19|sand1.hdf5', 'static_features/2024|tamburelli|field_19|textureusda.hdf5', 'static_features/2024|tamburelli|field_19|slopedo.hdf5', 'static_features/2024|tamburelli|field_19|crusting.hdf5', 'static_features/2024|tamburelli|field_19|oc_top.hdf5', 'static_features/2024|tamburelli|field_19|bulk_density.hdf5', 'static_features/2024|tamburelli|field_19|silt1.hdf5']","['dynamic_features/2024|tamburelli|field_19|soil_temperature_level_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|total_precipitation.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|skin_temperature.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_vegetation_transpiration.hdf5', 'dynamic_features/2024|tamburelli|field_19|surface_net_solar_radiation.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_1.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_the_top_of_canopy.hdf5', 'dynamic_features/2024|tamburelli|field_19|gndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_bare_soil.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndre.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_1.hdf5']"
7,2024|tamburelli|field_19|p7,2024,tamburelli,field_19,15.207373889049311,41.67354616930254,3.2824,/Users/gtaddei/Desktop/Progetti/Grano.IT/Risorse/Datasets/tests/simple_preprocess_pipeline/grano_it_dataset/yields/2024|tamburelli|field_19.shp,"['static_features/2024|tamburelli|field_19|awc.hdf5', 'static_features/2024|tamburelli|field_19|coarse_fragments.hdf5', 'static_features/2024|tamburelli|field_19|dimp.hdf5', 'static_features/2024|tamburelli|field_19|erodi.hdf5', 'static_features/2024|tamburelli|field_19|clay.hdf5', 'static_features/2024|tamburelli|field_19|eawc_top.hdf5', 'static_features/2024|tamburelli|field_19|sand1.hdf5', 'static_features/2024|tamburelli|field_19|textureusda.hdf5', 'static_features/2024|tamburelli|field_19|slopedo.hdf5', 'static_features/2024|tamburelli|field_19|crusting.hdf5', 'static_features/2024|tamburelli|field_19|oc_top.hdf5', 'static_features/2024|tamburelli|field_19|bulk_density.hdf5', 'static_features/2024|tamburelli|field_19|silt1.hdf5']","['dynamic_features/2024|tamburelli|field_19|soil_temperature_level_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|total_precipitation.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|skin_temperature.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_vegetation_transpiration.hdf5', 'dynamic_features/2024|tamburelli|field_19|surface_net_solar_radiation.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_1.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_the_top_of_canopy.hdf5', 'dynamic_features/2024|tamburelli|field_19|gndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_bare_soil.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndre.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_1.hdf5']"
8,2024|tamburelli|field_19|p8,2024,tamburelli,field_19,15.207831907041593,41.67411299713388,3.181520611916264,/Users/gtaddei/Desktop/Progetti/Grano.IT/Risorse/Datasets/tests/simple_preprocess_pipeline/grano_it_dataset/yields/2024|tamburelli|field_19.shp,"['static_features/2024|tamburelli|field_19|awc.hdf5', 'static_features/2024|tamburelli|field_19|coarse_fragments.hdf5', 'static_features/2024|tamburelli|field_19|dimp.hdf5', 'static_features/2024|tamburelli|field_19|erodi.hdf5', 'static_features/2024|tamburelli|field_19|clay.hdf5', 'static_features/2024|tamburelli|field_19|eawc_top.hdf5', 'static_features/2024|tamburelli|field_19|sand1.hdf5', 'static_features/2024|tamburelli|field_19|textureusda.hdf5', 'static_features/2024|tamburelli|field_19|slopedo.hdf5', 'static_features/2024|tamburelli|field_19|crusting.hdf5', 'static_features/2024|tamburelli|field_19|oc_top.hdf5', 'static_features/2024|tamburelli|field_19|bulk_density.hdf5', 'static_features/2024|tamburelli|field_19|silt1.hdf5']","['dynamic_features/2024|tamburelli|field_19|soil_temperature_level_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|total_precipitation.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|skin_temperature.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_vegetation_transpiration.hdf5', 'dynamic_features/2024|tamburelli|field_19|surface_net_solar_radiation.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_1.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_the_top_of_canopy.hdf5', 'dynamic_features/2024|tamburelli|field_19|gndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_bare_soil.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndre.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_1.hdf5']"
9,2024|tamburelli|field_19|p9,2024,tamburelli,field_19,15.208700307600122,41.674371342237265,3.42225,/Users/gtaddei/Desktop/Progetti/Grano.IT/Risorse/Datasets/tests/simple_preprocess_pipeline/grano_it_dataset/yields/2024|tamburelli|field_19.shp,"['static_features/2024|tamburelli|field_19|awc.hdf5', 'static_features/2024|tamburelli|field_19|coarse_fragments.hdf5', 'static_features/2024|tamburelli|field_19|dimp.hdf5', 'static_features/2024|tamburelli|field_19|erodi.hdf5', 'static_features/2024|tamburelli|field_19|clay.hdf5', 'static_features/2024|tamburelli|field_19|eawc_top.hdf5', 'static_features/2024|tamburelli|field_19|sand1.hdf5', 'static_features/2024|tamburelli|field_19|textureusda.hdf5', 'static_features/2024|tamburelli|field_19|slopedo.hdf5', 'static_features/2024|tamburelli|field_19|crusting.hdf5', 'static_features/2024|tamburelli|field_19|oc_top.hdf5', 'static_features/2024|tamburelli|field_19|bulk_density.hdf5', 'static_features/2024|tamburelli|field_19|silt1.hdf5']","['dynamic_features/2024|tamburelli|field_19|soil_temperature_level_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|total_precipitation.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_2.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_3.hdf5', 'dynamic_features/2024|tamburelli|field_19|skin_temperature.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_vegetation_transpiration.hdf5', 'dynamic_features/2024|tamburelli|field_19|surface_net_solar_radiation.hdf5', 'dynamic_features/2024|tamburelli|field_19|volumetric_soil_water_layer_1.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_the_top_of_canopy.hdf5', 'dynamic_features/2024|tamburelli|field_19|gndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndvi.hdf5', 'dynamic_features/2024|tamburelli|field_19|evaporation_from_bare_soil.hdf5', 'dynamic_features/2024|tamburelli|field_19|ndre.hdf5', 'dynamic_features/2024|tamburelli|field_19|soil_temperature_level_1.hdf5']"
