epoch,step,train_loss_epoch,train_loss_step,val_RMSE,val_loss
0,49,,0.8745813965797424,,
0,99,,0.7162662744522095,,
0,149,,0.5798912048339844,,
0,199,,0.680760383605957,,
0,249,,0.7808336019515991,,
0,299,,0.6748654842376709,,
0,349,,0.7101948857307434,,
0,399,,0.5746873617172241,,
0,449,,0.9378669261932373,,
0,499,,0.6083624362945557,,
0,549,,0.7002942562103271,,
0,599,,0.6008912920951843,,
0,649,,0.7058038711547852,,
0,699,,1.1879756450653076,,
0,749,,0.5369321703910828,,
0,799,,0.7441407442092896,,
0,849,,0.6409103274345398,,
0,899,,0.6578463912010193,,
0,949,,1.0320998430252075,,
0,999,,0.7174152731895447,,
0,1049,,0.6413282155990601,,
0,1099,,0.5080679655075073,,
0,1149,,0.8493562340736389,,
0,1199,,0.8217638731002808,,
0,1249,,1.0349137783050537,,
0,1299,,0.4372347593307495,,
0,1349,,0.6667264699935913,,
0,1399,,0.6057331562042236,,
0,1449,,0.5547996759414673,,
0,1499,,0.6018308997154236,,
0,1549,,0.7484259605407715,,
0,1599,,0.6294739246368408,,
0,1649,,0.7913936972618103,,
0,1699,,0.6982225775718689,,
0,1749,,0.6379151344299316,,
0,1799,,0.45080941915512085,,
0,1849,,0.9227932095527649,,
0,1899,,0.532396674156189,,
0,1949,,0.7050591707229614,,
0,1999,,0.524875283241272,,
0,2049,,0.600242555141449,,
0,2099,,0.5264650583267212,,
0,2149,,0.5156029462814331,,
0,2199,,0.510474681854248,,
0,2249,,0.48986828327178955,,
0,2299,,0.5065794587135315,,
0,2333,,,2.0224554538726807,0.7374117374420166
0,2333,0.6711181998252869,,,
1,2349,,0.6150277853012085,,
1,2399,,0.4441640377044678,,
1,2449,,0.4669726490974426,,
1,2499,,0.5988484621047974,,
1,2549,,0.43111586570739746,,
1,2599,,0.6420716047286987,,
1,2649,,0.42820170521736145,,
1,2699,,0.4813040494918823,,
1,2749,,0.5434921979904175,,
1,2799,,0.4868599772453308,,
1,2849,,0.6178890466690063,,
1,2899,,0.44052690267562866,,
1,2949,,0.4080498218536377,,
1,2999,,0.5100527405738831,,
1,3049,,0.4155891537666321,,
1,3099,,0.5712700486183167,,
1,3149,,0.6428905725479126,,
1,3199,,0.7113931179046631,,
1,3249,,0.5873079299926758,,
1,3299,,0.5788014531135559,,
1,3349,,0.7077128887176514,,
1,3399,,0.4494175910949707,,
1,3449,,0.47279301285743713,,
1,3499,,0.44700488448143005,,
1,3549,,0.5561767816543579,,
1,3599,,0.4347273111343384,,
1,3649,,0.6519624590873718,,
1,3699,,0.4972286820411682,,
1,3749,,0.5889373421669006,,
1,3799,,0.6351662278175354,,
1,3849,,0.5299584865570068,,
1,3899,,0.45089060068130493,,
1,3949,,0.5574212074279785,,
1,3999,,0.46739450097084045,,
1,4049,,0.6994708776473999,,
1,4099,,0.5484353303909302,,
1,4149,,0.5909967422485352,,
1,4199,,0.35593441128730774,,
1,4249,,0.5731110572814941,,
1,4299,,0.48952043056488037,,
1,4349,,0.5658448934555054,,
1,4399,,0.5155191421508789,,
1,4449,,0.4358333647251129,,
1,4499,,0.5073632001876831,,
1,4549,,0.43056896328926086,,
1,4599,,0.6302774548530579,,
1,4649,,0.45745283365249634,,
1,4667,,,2.2509875297546387,0.8569890856742859
1,4667,0.5620884299278259,,,
2,4699,,0.5888115167617798,,
2,4749,,0.5377854108810425,,
2,4799,,0.5951271653175354,,
2,4849,,0.45648837089538574,,
2,4899,,0.44814395904541016,,
2,4949,,0.4483194053173065,,
2,4999,,0.5316328406333923,,
2,5049,,0.39721107482910156,,
2,5099,,0.4844989478588104,,
2,5149,,0.5422903895378113,,
2,5199,,0.3759957551956177,,
2,5249,,0.5179756283760071,,
2,5299,,0.5004119873046875,,
2,5349,,0.581844687461853,,
2,5399,,0.39941561222076416,,
2,5449,,0.48206257820129395,,
2,5499,,0.3958302140235901,,
