epoch,step,train_loss_epoch,train_loss_step,val_RMSE,val_loss
0,49,,0.7115694880485535,,
0,99,,0.7748504877090454,,
0,149,,0.8460397720336914,,
0,199,,0.6852202415466309,,
0,249,,0.8391331434249878,,
0,299,,0.8119379281997681,,
0,349,,0.6170722246170044,,
0,399,,0.7029399871826172,,
0,449,,0.6289516687393188,,
0,499,,0.6481997966766357,,
0,549,,0.5418318510055542,,
0,599,,0.6341379880905151,,
0,649,,0.4704054594039917,,
0,699,,0.5370113849639893,,
0,749,,0.5436421632766724,,
0,781,,,2.1767635345458984,0.8342061638832092
0,781,0.6734142303466797,,,
1,799,,0.5439459085464478,,
1,849,,0.6687580347061157,,
1,899,,0.5312363505363464,,
1,949,,0.542192280292511,,
1,999,,0.6885371208190918,,
1,1049,,0.6526232957839966,,
1,1099,,0.5948516130447388,,
1,1149,,0.659491777420044,,
1,1199,,0.6219706535339355,,
1,1249,,0.5759257078170776,,
1,1299,,0.6255680322647095,,
1,1349,,0.4598797559738159,,
1,1399,,0.5236011743545532,,
1,1449,,0.6352928280830383,,
1,1499,,0.4216376841068268,,
1,1549,,0.6323917508125305,,
1,1563,,,2.0608646869659424,0.7658712267875671
1,1563,0.5837514996528625,,,
2,1599,,0.7106431722640991,,
2,1649,,0.5670417547225952,,
2,1699,,0.5488041639328003,,
2,1749,,0.5002967119216919,,
2,1799,,0.5881884098052979,,
2,1849,,0.4896920621395111,,
2,1899,,0.5574584603309631,,
2,1949,,0.4721892178058624,,
2,1999,,0.5004897713661194,,
2,2049,,0.6102668046951294,,
2,2099,,0.5017753839492798,,
2,2149,,0.4534488916397095,,
2,2199,,0.580104649066925,,
2,2249,,0.44269680976867676,,
2,2299,,0.4893735349178314,,
2,2345,,,2.0713958740234375,0.7612440586090088
2,2345,0.5500551462173462,,,
3,2349,,0.6395121812820435,,
3,2399,,0.5435516238212585,,
3,2449,,0.40606242418289185,,
3,2499,,0.5944228172302246,,
3,2549,,0.45077383518218994,,
3,2599,,0.494509220123291,,
3,2649,,0.7174738645553589,,
3,2699,,0.5162161588668823,,
3,2749,,0.5106310248374939,,
3,2799,,0.48500144481658936,,
3,2849,,0.631247878074646,,
3,2899,,0.5189245939254761,,
3,2949,,0.5237655639648438,,
3,2999,,0.38860228657722473,,
3,3049,,0.5515676736831665,,
3,3099,,0.5971695184707642,,
3,3127,,,2.0375499725341797,0.7345910668373108
3,3127,0.5313897132873535,,,
4,3149,,0.40923768281936646,,
4,3199,,0.4373342990875244,,
4,3249,,0.5684123039245605,,
4,3299,,0.5011720061302185,,
4,3349,,0.4047427773475647,,
4,3399,,0.4896310865879059,,
4,3449,,0.58379065990448,,
4,3499,,0.5112871527671814,,
4,3549,,0.4353700280189514,,
4,3599,,0.5659342408180237,,
4,3649,,0.5277775526046753,,
4,3699,,0.5258409976959229,,
4,3749,,0.47150829434394836,,
4,3799,,0.4537915587425232,,
4,3849,,0.6420502066612244,,
4,3899,,0.4630640745162964,,
4,3909,,,2.012320041656494,0.741684079170227
4,3909,0.5195194482803345,,,
5,3949,,0.4294959306716919,,
5,3999,,0.5644164085388184,,
