epoch,step,train_loss_epoch,train_loss_step,val_RMSE,val_loss
0,49,,0.7861709594726562,,
0,99,,0.6763080954551697,,
0,149,,0.6200343370437622,,
0,199,,0.6736817359924316,,
0,249,,0.6843764185905457,,
0,299,,0.7360074520111084,,
0,349,,0.6039243936538696,,
0,399,,0.6735213994979858,,
0,449,,0.6720157861709595,,
0,499,,0.6380544900894165,,
0,549,,0.8270922899246216,,
0,599,,0.5798385739326477,,
0,649,,0.5058998465538025,,
0,699,,0.7140378952026367,,
0,749,,0.5115692615509033,,
0,799,,0.669946014881134,,
0,849,,0.5424749851226807,,
0,899,,0.6067862510681152,,
0,949,,0.4503075182437897,,
0,999,,0.4883914589881897,,
0,1049,,0.540667712688446,,
0,1099,,0.6124743223190308,,
0,1149,,0.5327276587486267,,
0,1199,,0.5231723785400391,,
0,1249,,0.6488739252090454,,
0,1299,,0.6425091624259949,,
0,1349,,0.5113335847854614,,
0,1399,,0.5565953850746155,,
0,1449,,0.5232174396514893,,
0,1499,,0.44624531269073486,,
0,1549,,0.6147998571395874,,
0,1599,,0.5298872590065002,,
0,1649,,0.48956042528152466,,
0,1699,,0.4623861610889435,,
0,1749,,0.4468364417552948,,
0,1799,,0.5264257192611694,,
0,1849,,0.48941177129745483,,
0,1899,,0.4663606584072113,,
0,1949,,0.483444482088089,,
0,1999,,0.529100775718689,,
0,2049,,0.4312439560890198,,
0,2099,,0.4704616665840149,,
0,2149,,0.5202822685241699,,
0,2199,,0.39883875846862793,,
0,2249,,0.5507911443710327,,
0,2299,,0.42174455523490906,,
0,2333,,,1.9502544403076172,0.7505390048027039
0,2333,0.5521538853645325,,,
1,2349,,0.5276409387588501,,
1,2399,,0.458284467458725,,
1,2449,,0.4419723451137543,,
1,2499,,0.3308885991573334,,
1,2549,,0.5323728322982788,,
1,2599,,0.556054949760437,,
1,2649,,0.4549674987792969,,
1,2699,,0.45855629444122314,,
1,2749,,0.42739152908325195,,
1,2799,,0.38938185572624207,,
1,2849,,0.5060563087463379,,
1,2899,,0.3533499240875244,,
1,2949,,0.46706151962280273,,
1,2999,,0.46480676531791687,,
1,3049,,0.3288598656654358,,
1,3099,,0.4876141846179962,,
1,3149,,0.36722809076309204,,
1,3199,,0.5254880785942078,,
1,3249,,0.4579804837703705,,
1,3299,,0.413193941116333,,
1,3349,,0.3837388753890991,,
1,3399,,0.5218416452407837,,
1,3449,,0.4105992019176483,,
1,3499,,0.3423895239830017,,
1,3549,,0.42944657802581787,,
1,3599,,0.306327223777771,,
1,3649,,0.46600282192230225,,
1,3699,,0.43555086851119995,,
1,3749,,0.37550175189971924,,
1,3799,,0.3754379153251648,,
1,3849,,0.5022307634353638,,
1,3899,,0.40528157353401184,,
1,3949,,0.3658520579338074,,
1,3999,,0.305120587348938,,
1,4049,,0.45386630296707153,,
1,4099,,0.3497448265552521,,
1,4149,,0.4432370662689209,,
1,4199,,0.43634504079818726,,
1,4249,,0.4936482310295105,,
1,4299,,0.2514811158180237,,
1,4349,,0.5080147385597229,,
1,4399,,0.37862223386764526,,
1,4449,,0.3846936821937561,,
1,4499,,0.3177028298377991,,
1,4549,,0.5770449042320251,,
1,4599,,0.3300136923789978,,
1,4649,,0.48351171612739563,,
1,4667,,,1.928161382675171,0.7817533612251282
1,4667,0.4205722510814667,,,
2,4699,,0.4859910309314728,,
2,4749,,0.36136913299560547,,
2,4799,,0.3664354681968689,,
2,4849,,0.5724651217460632,,
2,4899,,0.3398919403553009,,
2,4949,,0.35026079416275024,,
2,4999,,0.5219578742980957,,
2,5049,,0.27199530601501465,,
2,5099,,0.34541985392570496,,
2,5149,,0.4372943639755249,,
2,5199,,0.32110393047332764,,
2,5249,,0.3152235746383667,,
2,5299,,0.32624292373657227,,
2,5349,,0.4086194634437561,,
2,5399,,0.44218116998672485,,
2,5449,,0.4520440697669983,,
2,5499,,0.36269041895866394,,
2,5549,,0.3873175382614136,,
2,5599,,0.5090440511703491,,
2,5649,,0.31588858366012573,,
2,5699,,0.3159945607185364,,
2,5749,,0.32244735956192017,,
2,5799,,0.38055193424224854,,
2,5849,,0.32763394713401794,,
2,5899,,0.2582540214061737,,
2,5949,,0.35904330015182495,,
2,5999,,0.4345158338546753,,
2,6049,,0.43558526039123535,,
2,6099,,0.2921271324157715,,
2,6149,,0.3505173921585083,,
2,6199,,0.25967955589294434,,
2,6249,,0.3494492471218109,,
2,6299,,0.34628787636756897,,
2,6349,,0.34115391969680786,,
2,6399,,0.36266833543777466,,
2,6449,,0.302359938621521,,
2,6499,,0.3982882499694824,,
2,6549,,0.34477293491363525,,
2,6599,,0.3982447683811188,,
2,6649,,0.368669331073761,,
2,6699,,0.36445409059524536,,
2,6749,,0.26215505599975586,,
2,6799,,0.35558658838272095,,
2,6849,,0.3571498990058899,,
2,6899,,0.33974969387054443,,
2,6949,,0.3826241195201874,,
2,6999,,0.29892289638519287,,
2,7001,,,1.9948629140853882,0.7367867231369019
2,7001,0.36932626366615295,,,
3,7049,,0.2921604812145233,,
3,7099,,0.30814120173454285,,
