epoch,step,train_loss_epoch,train_loss_step,val_RMSE,val_loss
0,49,,0.6696447134017944,,
0,99,,0.7074165344238281,,
0,149,,0.5825352668762207,,
0,199,,0.5529714822769165,,
0,249,,0.5916794538497925,,
0,299,,0.6327846050262451,,
0,349,,0.5612756013870239,,
0,399,,0.6682690382003784,,
0,449,,0.4822697341442108,,
0,499,,0.7240846157073975,,
0,549,,0.5509987473487854,,
0,599,,0.4919337034225464,,
0,649,,0.5415664911270142,,
0,699,,0.6743884086608887,,
0,749,,0.5190215110778809,,
0,799,,0.5892383456230164,,
0,849,,0.5841830968856812,,
0,899,,0.6262202262878418,,
0,949,,0.6436578631401062,,
0,999,,0.6255162954330444,,
0,1049,,0.5784722566604614,,
0,1099,,0.6171352863311768,,
0,1149,,0.5068743228912354,,
0,1189,,,4.057945251464844,1.9168167114257812
0,1189,0.6055746078491211,,,
1,1199,,0.638813316822052,,
1,1249,,0.49112468957901,,
1,1299,,0.47930625081062317,,
1,1349,,0.6183445453643799,,
1,1399,,0.5776685476303101,,
1,1449,,0.5672005414962769,,
1,1499,,0.5956939458847046,,
1,1549,,0.5688691139221191,,
1,1599,,0.6081563234329224,,
1,1649,,0.48757514357566833,,
1,1699,,0.7178442478179932,,
1,1749,,0.5800435543060303,,
1,1799,,0.5115899443626404,,
1,1849,,0.5639431476593018,,
1,1899,,0.6811947822570801,,
1,1949,,0.4395093321800232,,
1,1999,,0.5048198103904724,,
1,2049,,0.5360399484634399,,
1,2099,,0.5237185955047607,,
1,2149,,0.515745222568512,,
1,2199,,0.4683261513710022,,
1,2249,,0.47883445024490356,,
1,2299,,0.4862777590751648,,
1,2349,,0.5619943737983704,,
1,2379,,,4.159127712249756,2.0572333335876465
1,2379,0.5450051426887512,,,
2,2399,,0.4100784659385681,,
2,2449,,0.5597943067550659,,
2,2499,,0.6001945734024048,,
2,2549,,0.5226828455924988,,
2,2599,,0.5565719604492188,,
2,2649,,0.48184627294540405,,
2,2699,,0.5077869296073914,,
2,2749,,0.5452868938446045,,
2,2799,,0.5550799369812012,,
2,2849,,0.46164393424987793,,
2,2899,,0.516472578048706,,
2,2949,,0.4877220392227173,,
2,2999,,0.4627424478530884,,
2,3049,,0.38845324516296387,,
2,3099,,0.4503975212574005,,
2,3149,,0.48428982496261597,,
2,3199,,0.5553379058837891,,
2,3249,,0.45857536792755127,,
2,3299,,0.4342753291130066,,
2,3349,,0.4511394798755646,,
2,3399,,0.5383548140525818,,
2,3449,,0.4130091071128845,,
2,3499,,0.42203253507614136,,
2,3549,,0.40290969610214233,,
2,3569,,,4.1997599601745605,2.4159774780273438
2,3569,0.49331146478652954,,,
3,3599,,0.4578649699687958,,
3,3649,,0.5257515907287598,,
3,3699,,0.5127103924751282,,
3,3749,,0.4728294014930725,,
3,3799,,0.5304744243621826,,
3,3849,,0.38949787616729736,,
3,3899,,0.5172072649002075,,
3,3949,,0.4714323878288269,,
3,3999,,0.4302603602409363,,
3,4049,,0.4477577209472656,,
3,4099,,0.487753689289093,,
3,4149,,0.5183131694793701,,
3,4199,,0.4864794909954071,,
3,4249,,0.40223678946495056,,
3,4299,,0.44292575120925903,,
3,4349,,0.4132848381996155,,
3,4399,,0.4461934268474579,,
3,4449,,0.4056573510169983,,
3,4499,,0.3965994715690613,,
3,4549,,0.4713400900363922,,
3,4599,,0.4523122310638428,,
3,4649,,0.42367613315582275,,
3,4699,,0.41423285007476807,,
3,4749,,0.4081268310546875,,
3,4759,,,4.19215202331543,2.4014053344726562
3,4759,0.46178269386291504,,,
4,4799,,0.5075182318687439,,
4,4849,,0.4144344925880432,,
4,4899,,0.46465882658958435,,
4,4949,,0.3982163071632385,,
4,4999,,0.38022756576538086,,
4,5049,,0.4405594766139984,,
4,5099,,0.39870163798332214,,
4,5149,,0.4923485517501831,,
4,5199,,0.39086639881134033,,
4,5249,,0.42575064301490784,,
4,5299,,0.3665623664855957,,
4,5349,,0.40822353959083557,,
4,5399,,0.5029876232147217,,
4,5449,,0.4419228434562683,,
4,5499,,0.4700058698654175,,
4,5549,,0.4870525300502777,,
4,5599,,0.36385825276374817,,
4,5649,,0.45968154072761536,,
4,5699,,0.38460880517959595,,
4,5749,,0.5843104124069214,,
4,5799,,0.43298929929733276,,
4,5849,,0.35269084572792053,,
4,5899,,0.4356330633163452,,
4,5949,,0.41086119413375854,,
4,5949,,,4.259571552276611,2.4483346939086914
4,5949,0.4490291178226471,,,
5,5999,,0.4001125395298004,,
5,6049,,0.4415625333786011,,
5,6099,,0.5782235860824585,,
5,6149,,0.33658936619758606,,
5,6199,,0.42809465527534485,,
5,6249,,0.4735153913497925,,
5,6299,,0.45651257038116455,,
5,6349,,0.42193377017974854,,
5,6399,,0.44126272201538086,,
5,6449,,0.5251009464263916,,
5,6499,,0.3967958092689514,,
5,6549,,0.41690173745155334,,
5,6599,,0.4522230625152588,,
5,6649,,0.44435179233551025,,
5,6699,,0.4071750044822693,,
5,6749,,0.45952561497688293,,
5,6799,,0.40106743574142456,,
5,6849,,0.5315065383911133,,
5,6899,,0.4792119264602661,,
5,6949,,0.48517948389053345,,
5,6999,,0.5144398212432861,,
5,7049,,0.42065393924713135,,
5,7099,,0.5196518301963806,,
5,7139,,,4.307413101196289,2.4529495239257812
5,7139,0.4382469952106476,,,
6,7149,,0.4547930955886841,,
6,7199,,0.4465404748916626,,
6,7249,,0.5126039981842041,,
6,7299,,0.4400947690010071,,
6,7349,,0.392164945602417,,
6,7399,,0.5187600255012512,,
6,7449,,0.4342523217201233,,
6,7499,,0.330647349357605,,
6,7549,,0.46746063232421875,,
6,7599,,0.48349618911743164,,
6,7649,,0.4356231689453125,,
6,7699,,0.44093427062034607,,
6,7749,,0.41555091738700867,,
6,7799,,0.44138315320014954,,
6,7849,,0.44025349617004395,,
6,7899,,0.40533772110939026,,
6,7949,,0.37568166851997375,,
6,7999,,0.4687909781932831,,
6,8049,,0.3921154737472534,,
6,8099,,0.45417144894599915,,
6,8149,,0.35690104961395264,,
6,8199,,0.3895268440246582,,
6,8249,,0.39617592096328735,,
6,8299,,0.45870792865753174,,
6,8329,,,4.2101945877075195,2.3065133094787598
6,8329,0.4303531050682068,,,
7,8349,,0.45071572065353394,,
7,8399,,0.4467570185661316,,
7,8449,,0.462729275226593,,
7,8499,,0.4805099368095398,,
7,8549,,0.455135703086853,,
7,8599,,0.3874077796936035,,
7,8649,,0.4040055274963379,,
7,8699,,0.4039955139160156,,
7,8749,,0.37637919187545776,,
7,8799,,0.3438148498535156,,
7,8849,,0.4424234628677368,,
7,8899,,0.36142808198928833,,
7,8949,,0.3885371685028076,,
7,8999,,0.5169429779052734,,
7,9049,,0.480972558259964,,
7,9099,,0.315046101808548,,
7,9149,,0.334274560213089,,
7,9199,,0.44474974274635315,,
7,9249,,0.3846484124660492,,
7,9299,,0.37998440861701965,,
7,9349,,0.5061718225479126,,
7,9399,,0.45423123240470886,,
7,9449,,0.3743514120578766,,
7,9499,,0.3471076786518097,,
7,9519,,,4.233502388000488,2.463315486907959
7,9519,0.4146660566329956,,,
8,9549,,0.40189895033836365,,
8,9599,,0.36516016721725464,,
8,9649,,0.3527776598930359,,
8,9699,,0.33490774035453796,,
8,9749,,0.3558770716190338,,
8,9799,,0.3933086395263672,,
8,9849,,0.4212290048599243,,
8,9899,,0.32911211252212524,,
8,9949,,0.4570791721343994,,
8,9999,,0.40562862157821655,,
